FID,OBJECTID,StopID,Latitude,Longitude,Name,CleverID,Zone_,Direction,Routes_Sor,Mode,Shelter_Pu
22,23,N21280,40.496308999999997,-79.857146000000000,FREEPORT RD AT HUMBOLDT ST,3187.000000000000000,2,Inbound,1,Bus,No Shelter
23,24,N21290,40.496124000000002,-79.857192999999995,FREEPORT RD AT HUMBOLDT ST,12606.000000000000000,2,Outbound,1,Bus,No Shelter
24,25,N21340,40.540728999999999,-79.814886000000001,FREEPORT RD AT JEFFERSON AVE,12685.000000000000000,2,Inbound,1,Bus,No Shelter
25,26,N21380,40.497196000000002,-79.855771000000004,FREEPORT RD AT LEWIS AVE,18362.000000000000000,2,Outbound,1,Bus,No Shelter
26,27,N21370,40.497236000000001,-79.855905000000007,FREEPORT RD AT LEWIS AVE FS,3186.000000000000000,2,Inbound,1,Bus,No Shelter
27,28,N21400,40.493910999999997,-79.860827999999998,FREEPORT RD AT MAPLE AVE,12604.000000000000000,2,Outbound,1,Bus,No Shelter
28,29,N21440,40.494019000000002,-79.860861999999997,FREEPORT RD AT MCKINLEY AVE,3189.000000000000000,2,Inbound,1,Bus,No Shelter
29,30,N21960,40.541052000000001,-79.818821999999997,FREEPORT RD AT MULLIGAN'S,12687.000000000000000,2,Inbound,1,Bus,No Shelter
30,31,N21590,40.490183000000002,-79.870340999999996,FREEPORT RD AT OLD FREEPORT RD,12600.000000000000000,1A,Outbound,1,Bus,No Shelter
31,32,N21630,40.540477000000003,-79.811634999999995,FREEPORT RD AT ORR AVE,12684.000000000000000,2,Inbound,1,Bus,No Shelter
32,33,N21650,40.540776999999999,-79.816046000000000,FREEPORT RD AT PEARL AVE,12686.000000000000000,2,Inbound,1,Bus,No Shelter
33,34,N71265,40.506630999999999,-79.851648999999995,FREEPORT RD AT POWERS RUN RD FS,21362.000000000000000,2,Inbound,1,Bus,No Shelter
34,35,N22040,40.540669000000001,-79.809341000000003,FREEPORT RD AT WILSON AVE,12683.000000000000000,2,Inbound,1,Bus,No Shelter
35,36,N22780,40.540806000000003,-79.818794999999994,FREEPORT RD OPP #1101 (MULLIGAN'S),12784.000000000000000,2,Outbound,1,Bus,No Shelter
36,37,N22200,40.525635000000001,-79.851228000000006,FREEPORT RD OPP #2238,3180.000000000000000,2,Inbound,1,Bus,No Shelter
37,38,N22145,40.491422999999998,-79.865808000000001,FREEPORT RD OPP ALPHA DR (RIDC PARK),12601.000000000000000,2,Outbound,1,Bus,No Shelter
38,39,N22150,40.538519000000001,-79.830157000000000,FREEPORT RD OPP ALPHA DR E,12782.000000000000000,2,Outbound,1,Bus,No Shelter
39,40,N20700,40.492941000000002,-79.863016999999999,FREEPORT RD OPP BLAW AVE,3190.000000000000000,2,Inbound,1,Bus,No Shelter
40,41,N22220,40.494776000000002,-79.858980000000003,FREEPORT RD OPP CABLE AVE,12605.000000000000000,2,Outbound,1,Bus,No Shelter
41,42,N20705,40.499549999999999,-79.852737000000005,FREEPORT RD OPP CLIFTON AVE,12610.000000000000000,2,Outbound,1,Bus,No Shelter
42,43,N22330,40.489173000000001,-79.875214000000000,FREEPORT RD OPP E OAK HILL RD,12597.000000000000000,1A,Outbound,1,Bus,No Shelter
43,44,N22420,40.528955000000003,-79.850200999999998,FREEPORT RD OPP HULTON BRIDGE NS,3179.000000000000000,2,Inbound,1,Bus,No Shelter
44,45,N22430,40.540574999999997,-79.815055999999998,FREEPORT RD OPP JEFFERSON AVE,12786.000000000000000,2,Outbound,1,Bus,No Shelter
45,46,N22580,40.540273999999997,-79.811829000000003,FREEPORT RD OPP ORR AVE,12787.000000000000000,2,Outbound,1,Bus,No Shelter
46,47,N22590,40.540726999999997,-79.816363999999993,FREEPORT RD OPP PEARL AVE,12785.000000000000000,2,Outbound,1,Bus,No Shelter
47,48,N71264,40.507319000000003,-79.851630000000000,FREEPORT RD OPP POWERS RUN RD,21361.000000000000000,2,Outbound,1,Bus,No Shelter
48,49,N22770,40.488798000000003,-79.876968000000005,FREEPORT RD OPP S OAK HILL RD,12596.000000000000000,1A,Outbound,1,Bus,No Shelter
49,50,N22820,40.540486999999999,-79.809558999999993,FREEPORT RD OPP WILSON AVE,12788.000000000000000,2,Outbound,1,Bus,No Shelter
50,51,N20750,40.496755999999998,-79.942014000000000,FREEPORT ST AT BRIDGE ST,12761.000000000000000,1,Outbound,1,Bus,No Shelter
51,52,N20810,40.496541999999998,-79.943835000000007,FREEPORT ST AT BUTLER ST,12711.000000000000000,1,Inbound,1,Bus,No Shelter
52,53,N20760,40.496712000000002,-79.942454999999995,FREEPORT ST AT GARDEN ALLEY,12710.000000000000000,1,Inbound,1,Bus,No Shelter
53,54,N27620,40.563372000000001,-79.768028999999999,INDUSTRIAL BLVD AT KEY LINCOLN-MERCURY,12661.000000000000000,2,Both,1,Bus,No Shelter
54,55,TP7076,40.446032000000002,-79.988578000000004,LAYOVER PENN PARK TERMINAL - NO STOP,20312.000000000000000,1,Both,1,Bus,No Shelter
55,56,N44660,40.540878999999997,-79.807417999999998,PITTSBURGH ST AT CHESWICK AVE,18349.000000000000000,2,Inbound,1,Bus,No Shelter
56,57,N44570,40.541106999999997,-79.804848000000007,PITTSBURGH ST AT ELIZABETH ST,18348.000000000000000,2,Inbound,1,Bus,No Shelter
57,58,N44990,40.540702000000003,-79.807672999999994,PITTSBURGH ST OPP CHESWICK AVE,19819.000000000000000,2,Outbound,1,Bus,No Shelter
58,59,N45010,40.540981000000002,-79.804079000000002,PITTSBURGH ST OPP PILLOW AVE,12790.000000000000000,2,Outbound,1,Bus,No Shelter
59,60,N70143,40.600608999999999,-79.757147000000003,TARENTUM PARK AND RIDE (TERMIN,20817.000000000000000,2,Both,1,Bus,No Shelter
60,61,N03630,40.600414000000001,-79.760721000000004,W 7TH AVE AT CENTER ST,12638.000000000000000,2,Inbound,1,Bus,No Shelter
61,62,N12360,40.497636999999997,-79.943805999999995,BUTLER ST AT BRIDGE ST,2423.000000000000000,1,Outbound,2,Bus,No Shelter
62,63,N12420,40.497894000000002,-79.943972000000002,BUTLER ST AT HIGH ST,3367.000000000000000,1,Inbound,2,Bus,No Shelter
63,64,N12480,40.499037000000001,-79.943917999999996,BUTLER ST AT MAPLEWOOD ST,3366.000000000000000,1,Inbound,2,Bus,No Shelter
64,65,N12410,40.496498000000003,-79.944211999999993,BUTLER ST OPP FREEPORT ST,3368.000000000000000,1,Inbound,2,Bus,No Shelter
65,66,N12580,40.498775999999999,-79.943712000000005,BUTLER ST OPP MAPLEWOOD ST FS,19533.000000000000000,1,Outbound,2,Bus,No Shelter
66,67,N24095,40.502003999999999,-79.947029999999998,CRESCENT ST AT SULLIVAN WAY,16484.000000000000000,1,Inbound,2,Bus,No Shelter
67,68,N24130,40.502070000000003,-79.946745000000007,CRESCENT ST OPP SULLIVAN WAY,16485.000000000000000,1,Outbound,2,Bus,No Shelter
68,69,N18740,40.488796000000001,-79.972205000000002,EVERGREEN AVE AT DAVID ST,1211.000000000000000,1,Outbound,2,Bus,No Shelter
69,70,N18743,40.489263999999999,-79.972268999999997,EVERGREEN AVE AT EMMA ST,1136.000000000000000,1,Inbound,2,Bus,No Shelter
70,71,N18745,40.490225000000002,-79.971687000000003,EVERGREEN AVE AT FRANKLIN ST,1212.000000000000000,1,Outbound,2,Bus,No Shelter
71,72,N18747,40.488253999999998,-79.972713999999996,EVERGREEN AVE AT FREDERICK ST,1137.000000000000000,1,Inbound,2,Bus,No Shelter
72,73,N18840,40.487265999999998,-79.972787999999994,EVERGREEN AVE AT JOHN ST,1138.000000000000000,1,Inbound,2,Bus,No Shelter
73,74,N18985,40.490316999999997,-79.971874000000000,EVERGREEN AVE OPP FRANKLIN ST,1135.000000000000000,1,Inbound,2,Bus,No Shelter
74,75,N19015,40.487107999999999,-79.972544999999997,EVERGREEN AVE OPP JOHN ST,1209.000000000000000,1,Outbound,2,Bus,No Shelter
75,76,N24030,40.478054999999998,-79.969648000000007,GRANT AVE AT #114,1201.000000000000000,1,Outbound,2,Bus,No Shelter
76,77,N23940,40.480117000000000,-79.973337000000001,GRANT AVE AT BLACK ST,1204.000000000000000,1,Outbound,2,Bus,No Shelter
77,78,N24000,40.477851000000001,-79.969618999999994,GRANT AVE AT EAST OHIO ST,1146.000000000000000,1,Inbound,2,Bus,No Shelter
78,79,N24020,40.480919999999998,-79.974843000000007,GRANT AVE AT NORTH AVE,1205.000000000000000,1,Outbound,2,Bus,No Shelter
79,80,N24070,40.478690999999998,-79.970815999999999,GRANT AVE AT SHERIDAN ST,1202.000000000000000,1,Outbound,2,Bus,No Shelter
80,81,N24080,40.479301999999997,-79.972161999999997,GRANT AVE AT SHERMAN ST,1144.000000000000000,1,Inbound,2,Bus,No Shelter
81,82,N24090,40.479312000000000,-79.971889000000004,GRANT AVE AT SHERMAN ST,1203.000000000000000,1,Outbound,2,Bus,No Shelter
82,83,N23990,40.503512000000001,-79.948492999999999,GRANT AVE OPP DEWEY ST,20475.000000000000000,1,Outbound,2,Bus,No Shelter
83,84,N24040,40.478333999999997,-79.970513999999994,GRANT AVE OPP SCHOOL ST,1145.000000000000000,1,Inbound,2,Bus,No Shelter
84,85,N38430,40.483693000000002,-79.973100000000002,NORTH AVE AT ELIZABETH ST,1140.000000000000000,1,Inbound,2,Bus,No Shelter
85,86,N38440,40.483454999999999,-79.972820999999996,NORTH AVE AT ELIZABETH ST,1207.000000000000000,1,Outbound,2,Bus,No Shelter
86,87,N38540,40.482297000000003,-79.973860999999999,NORTH AVE AT FREEMONT ALLEY,1141.000000000000000,1,Inbound,2,Bus,No Shelter
87,88,N38570,40.481001999999997,-79.975036000000003,NORTH AVE AT GRANT AVE,1142.000000000000000,1,Inbound,2,Bus,No Shelter
88,89,N38640,40.485135999999997,-79.972960000000000,NORTH AVE AT KLOPFER ST,1208.000000000000000,1,Outbound,2,Bus,No Shelter
89,90,N38660,40.481532000000001,-79.974314000000007,NORTH AVE AT LINCOLN AVE,1206.000000000000000,1,Outbound,2,Bus,No Shelter
90,91,N70011,40.523893999999999,-80.006773999999993,NORTH HILLS VILLAGE AT BEST BUY,1298.000000000000000,1,Both,2,Bus,No Shelter
91,92,N38170,40.525221000000002,-80.007135000000005,NORTH HILLS VILLAGE AT BURLINGTON,1297.000000000000000,1,Both,2,Bus,No Shelter
92,93,N38150,40.526134999999996,-80.007472000000007,NORTH HILLS VILLAGE AT TARGET,19838.000000000000000,1,Both,2,Bus,No Shelter
93,94,TP7105,40.527752000000000,-80.008324000000002,NORTH HILLS VILLAGE TERMINUS,20314.000000000000000,1,Both,2,Bus,No Shelter
94,95,N40800,40.493729000000002,-79.952201000000002,PARKER ST AT #90,13023.000000000000000,1,Outbound,2,Bus,No Shelter
95,96,N40740,40.494325000000003,-79.956434000000002,PARKER ST AT HILL ST,3414.000000000000000,1,Inbound,2,Bus,No Shelter
96,97,N29120,40.494180000000000,-79.958849000000001,PARKER ST AT KOEHLER ST,19741.000000000000000,1,Outbound,2,Bus,No Shelter
97,98,N70102,40.494325000000003,-79.958912999999995,PARKER ST AT KOEHLER ST FS,20941.000000000000000,1,Inbound,2,Bus,No Shelter
98,99,N40810,40.494166999999997,-79.963159000000005,PARKER ST AT SOOSE RD,2064.000000000000000,1,Inbound,2,Bus,No Shelter
99,100,N40850,40.493881000000002,-79.951987000000003,PARKER ST OPP #90,12989.000000000000000,1,Inbound,2,Bus,No Shelter
100,101,N40830,40.494197999999997,-79.956604999999996,PARKER ST OPP HILL ST,3422.000000000000000,1,Outbound,2,Bus,No Shelter
101,102,N49065,40.490932999999998,-79.971517000000006,SEAVEY RD AT EVERGREEN AVE,2065.000000000000000,1,Inbound,2,Bus,No Shelter
102,103,N49090,40.493974999999999,-79.963350000000005,SEAVEY RD AT PARKER ST,2046.000000000000000,1,Outbound,2,Bus,No Shelter
103,104,N28130,40.496129000000003,-80.007675000000006,IVORY AVE AT EVERGREEN & PEOPLES PLANK RD,2798.000000000000000,1,Outbound,4,Bus,No Shelter
104,105,N28150,40.497241000000002,-80.015536999999995,IVORY AVE AT HIGHRIDGE ST,2803.000000000000000,1,Outbound,4,Bus,No Shelter
105,106,N28180,40.496791000000002,-80.014588000000003,IVORY AVE AT PEACHTREE WAY,2802.000000000000000,1,Outbound,4,Bus,No Shelter
106,107,N28200,40.498296000000003,-80.019983999999994,IVORY AVE AT PERRY HWY,2805.000000000000000,1,Outbound,4,Bus,No Shelter
107,108,N28205,40.498120999999998,-80.019767000000002,IVORY AVE AT PERRYSVILLE AVE FS,2692.000000000000000,1,Inbound,4,Bus,No Shelter
108,109,N71267,40.495860999999998,-80.005432999999996,IVORY AVE AT SCHERLING ST,21364.000000000000000,1,Outbound,4,Bus,No Shelter
109,110,N28250,40.497159000000003,-80.015750999999995,IVORY AVE OPP HIGHRIDGE ST,2694.000000000000000,1,Inbound,4,Bus,No Shelter
110,111,N28270,40.496563000000002,-80.014516000000000,IVORY AVE OPP NELSON RUN RD,2695.000000000000000,1,Inbound,4,Bus,No Shelter
111,112,N28280,40.497293999999997,-80.017604000000006,IVORY AVE OPP RODENBAUGH AVE FS,2693.000000000000000,1,Inbound,4,Bus,No Shelter
112,113,N71266,40.495719000000001,-80.005645999999999,IVORY AVE OPP SCHERLING ST,21363.000000000000000,1,Inbound,4,Bus,No Shelter
113,114,N29830,40.464646999999999,-79.982282999999995,LEY ST AT FROMAN ST,20183.000000000000000,1,Inbound,4,Bus,No Shelter
114,115,N29840,40.465646000000000,-79.981835000000004,LEY ST OPP COWLEY ST,2762.000000000000000,1,Outbound,4,Bus,No Shelter
115,116,N31200,40.463231000000000,-79.983078000000006,LOWRIE ST AT CLAIM ST,2742.000000000000000,1,Inbound,4,Bus,No Shelter
116,117,N71234,40.461810999999997,-79.984440000000006,LOWRIE ST AT DEHAVEN ST FS,20518.000000000000000,1,Inbound,4,Bus,No Shelter
117,118,N31230,40.465910000000001,-79.980915999999993,LOWRIE ST AT FLECK ST,2735.000000000000000,1,Both,4,Bus,No Shelter
118,119,N31270,40.468806999999998,-79.979129000000000,LOWRIE ST AT HECKLEMAN ST,2739.000000000000000,1,Both,4,Bus,No Shelter
119,120,N31280,40.468589000000001,-79.979054000000005,LOWRIE ST AT HECKLEMAN ST,2737.000000000000000,1,Both,4,Bus,No Shelter
120,121,N31220,40.461875999999997,-79.984089999999995,LOWRIE ST AT HOFF ST,20517.000000000000000,1,Outbound,4,Bus,No Shelter
121,122,N31290,40.464737999999997,-79.981989999999996,LOWRIE ST AT LEY ST,20184.000000000000000,1,Inbound,4,Bus,No Shelter
122,123,N31300,40.467737999999997,-79.979973999999999,LOWRIE ST AT NIGGEL ST,2740.000000000000000,1,Both,4,Bus,No Shelter
123,124,N31320,40.466341000000000,-79.980849000000006,LOWRIE ST AT SUNDEMAN ST,2741.000000000000000,1,Both,4,Bus,No Shelter
124,125,N31340,40.462997000000001,-79.982962999999998,LOWRIE ST OPP CLAIM ST,2760.000000000000000,1,Outbound,4,Bus,No Shelter
125,126,N31250,40.464193999999999,-79.982180000000000,LOWRIE ST OPP FROMAN ST,2761.000000000000000,1,Outbound,4,Bus,No Shelter
126,127,N31360,40.467554999999997,-79.979850999999996,LOWRIE ST OPP NIGGEL ST,2736.000000000000000,1,Both,4,Bus,No Shelter
127,128,N37130,40.473350000000003,-79.985274000000004,MT TROY RD AT #2637,2723.000000000000000,1,Inbound,4,Bus,No Shelter
128,129,N37140,40.473500999999999,-79.985427999999999,MT TROY RD AT #2652,2772.000000000000000,1,Outbound,4,Bus,No Shelter
129,130,N37150,40.473959999999998,-79.986512000000005,MT TROY RD AT #2722,2773.000000000000000,1,Outbound,4,Bus,No Shelter
130,131,N37160,40.475340000000003,-79.986980000000003,MT TROY RD AT #2768,2774.000000000000000,1,Outbound,4,Bus,No Shelter
131,132,N37195,40.476757999999997,-79.987638000000004,MT TROY RD AT #2840,2776.000000000000000,1,Outbound,4,Bus,No Shelter
132,133,N37170,40.483533999999999,-79.991248999999996,MT TROY RD AT #3220,2779.000000000000000,1,Outbound,4,Bus,No Shelter
133,134,N37180,40.486120000000000,-79.991690000000006,MT TROY RD AT #3432,2781.000000000000000,1,Outbound,4,Bus,No Shelter
134,135,N37205,40.486094000000001,-79.992103999999998,MT TROY RD AT #3434,2714.000000000000000,1,Inbound,4,Bus,No Shelter
135,136,N37080,40.487411999999999,-79.992116999999993,MT TROY RD AT #3467,2713.000000000000000,1,Inbound,4,Bus,No Shelter
136,137,N37190,40.491857000000003,-79.993971999999999,MT TROY RD AT #3735,2710.000000000000000,1,Inbound,4,Bus,No Shelter
137,138,N37200,40.492114000000001,-79.993934999999993,MT TROY RD AT #3802,2785.000000000000000,1,Outbound,4,Bus,No Shelter
138,139,N36920,40.473078999999998,-79.983316000000002,MT TROY RD AT ALFRED ST,2770.000000000000000,1,Outbound,4,Bus,No Shelter
139,140,N37120,40.481454999999997,-79.989301999999995,MT TROY RD AT BAUN RD,16347.000000000000000,1,Inbound,4,Bus,No Shelter
140,141,N36930,40.470171999999998,-79.982339999999994,MT TROY RD AT BECKERT ST,2728.000000000000000,1,Inbound,4,Bus,No Shelter
141,142,N36940,40.470016999999999,-79.982001999999994,MT TROY RD AT BECKERT ST,2767.000000000000000,1,Outbound,4,Bus,No Shelter
142,143,N36955,40.478155000000001,-79.985945999999998,MT TROY RD AT FORNOF LN,19854.000000000000000,1,Outbound,4,Bus,No Shelter
143,144,N36960,40.485076999999997,-79.992067000000006,MT TROY RD AT GARDENVIEW DR,2715.000000000000000,1,Inbound,4,Bus,No Shelter
144,145,N36980,40.493442999999999,-79.994726000000000,MT TROY RD AT GEYER RD,2786.000000000000000,1,Outbound,4,Bus,No Shelter
145,146,N36990,40.470751999999997,-79.982326999999998,MT TROY RD AT HIGHLAND AVE,2768.000000000000000,1,Outbound,4,Bus,No Shelter
146,147,N37010,40.490608000000002,-79.991934000000001,MT TROY RD AT HOFFMAN RD,2784.000000000000000,1,Outbound,4,Bus,No Shelter
147,148,N37020,40.472152999999999,-79.982750999999993,MT TROY RD AT HOMESTEAD AVE,2769.000000000000000,1,Outbound,4,Bus,No Shelter
148,149,N37040,40.479523000000000,-79.987599000000003,MT TROY RD AT KINKURA DR,2777.000000000000000,1,Outbound,4,Bus,No Shelter
149,150,N37050,40.489655999999997,-79.992524000000003,MT TROY RD AT KLEMENTINA DR,2712.000000000000000,1,Inbound,4,Bus,No Shelter
150,151,N37060,40.473706999999997,-79.984059000000002,MT TROY RD AT LONSDALE ST,2771.000000000000000,1,Outbound,4,Bus,No Shelter
151,152,N37070,40.495793999999997,-80.000259000000000,MT TROY RD AT MT TROY RD EXT,2789.000000000000000,1,Outbound,4,Bus,No Shelter
152,153,N37110,40.469321000000001,-79.981993000000003,MT TROY RD AT PITTVIEW AVE,2729.000000000000000,1,Inbound,4,Bus,No Shelter
153,154,N37210,40.494270000000000,-79.995553999999998,MT TROY RD AT SPRING GARDEN RD,2708.000000000000000,1,Inbound,4,Bus,No Shelter
154,155,N37220,40.495626000000001,-79.999032999999997,MT TROY RD AT ST MARY CEMETERY ENTRANCE,2788.000000000000000,1,Outbound,4,Bus,No Shelter
155,156,N37320,40.473897000000001,-79.986778999999999,MT TROY RD OPP #2722,2722.000000000000000,1,Inbound,4,Bus,No Shelter
156,157,N37330,40.475160000000002,-79.987076999999999,MT TROY RD OPP #2768,2721.000000000000000,1,Inbound,4,Bus,No Shelter
157,158,N37090,40.476894999999999,-79.987817000000007,MT TROY RD OPP #2840,2720.000000000000000,1,Inbound,4,Bus,No Shelter
158,159,N37340,40.483677000000000,-79.991630999999998,MT TROY RD OPP #3220,2716.000000000000000,1,Inbound,4,Bus,No Shelter
159,160,N37300,40.487414000000001,-79.991847000000007,MT TROY RD OPP #3467,2782.000000000000000,1,Outbound,4,Bus,No Shelter
160,161,N37240,40.473087000000000,-79.983526999999995,MT TROY RD OPP ALFRED ST,2725.000000000000000,1,Inbound,4,Bus,No Shelter
161,162,N36950,40.478273999999999,-79.986358999999993,MT TROY RD OPP FORNOF LN,2719.000000000000000,1,Inbound,4,Bus,No Shelter
162,163,N37250,40.484982000000002,-79.991860000000003,MT TROY RD OPP GARDENVIEW DR,2780.000000000000000,1,Outbound,4,Bus,No Shelter
163,164,N36970,40.493499999999997,-79.995075000000000,MT TROY RD OPP GEYER RD,2709.000000000000000,1,Inbound,4,Bus,No Shelter
164,165,N37260,40.470745999999998,-79.982609999999994,MT TROY RD OPP HIGHLAND AVE (#1287),2727.000000000000000,1,Inbound,4,Bus,No Shelter
165,166,N37000,40.490667000000002,-79.992183999999995,MT TROY RD OPP HOFFMAN RD,2711.000000000000000,1,Inbound,4,Bus,No Shelter
166,167,N37270,40.472178999999997,-79.982978000000003,MT TROY RD OPP HOMESTEAD AVE,2726.000000000000000,1,Inbound,4,Bus,No Shelter
167,168,N37030,40.479402999999998,-79.987757000000002,MT TROY RD OPP KINKURA DR,2718.000000000000000,1,Inbound,4,Bus,No Shelter
168,169,N37280,40.489530000000002,-79.992301999999995,MT TROY RD OPP KLEMENTINA DR,2783.000000000000000,1,Outbound,4,Bus,No Shelter
169,170,N37290,40.473695999999997,-79.984286999999995,MT TROY RD OPP LONSDALE ST,2724.000000000000000,1,Inbound,4,Bus,No Shelter
170,171,N37310,40.482061000000002,-79.989375999999993,MT TROY RD OPP RIDGELAWN CEMETERY ENTRANCE,2778.000000000000000,1,Outbound,4,Bus,No Shelter
171,172,N37360,40.494338999999997,-79.995312999999996,MT TROY RD OPP SPRING GARDEN RD,2787.000000000000000,1,Outbound,4,Bus,No Shelter
172,173,N37370,40.495426999999999,-79.999060999999998,MT TROY RD OPP ST MARY CEMETERY ENTRANCE,2707.000000000000000,1,Inbound,4,Bus,No Shelter
173,174,N45060,40.469138000000001,-79.982040999999995,PITTVIEW AVE AT MT TROY RD,2766.000000000000000,1,Outbound,4,Bus,No Shelter
174,175,N45080,40.468916999999998,-79.982850999999997,PITTVIEW AVE AT TEUTONIA ST,2765.000000000000000,1,Outbound,4,Bus,No Shelter
175,176,N45090,40.467122000000003,-79.983220000000003,PITTVIEW AVE AT WICKLINES LN,2731.000000000000000,1,Inbound,4,Bus,No Shelter
176,177,N45120,40.469085999999997,-79.982806999999994,PITTVIEW AVE OPP TEUTONIA ST,2730.000000000000000,1,Inbound,4,Bus,No Shelter
177,178,N45820,40.465935000000002,-79.981969000000007,RIALTO ST AT LEY ST,2733.000000000000000,1,Inbound,4,Bus,No Shelter
178,179,N45840,40.466546999999998,-79.982242999999997,RIALTO ST AT TOURS ST,2763.000000000000000,1,Outbound,4,Bus,No Shelter
179,180,N45830,40.466535999999998,-79.982466000000002,RIALTO ST OPP TOURS ST,2732.000000000000000,1,Inbound,4,Bus,No Shelter
180,181,N45850,40.467238000000002,-79.982810999999998,RIALTO ST OPP WICKLINES LN,2764.000000000000000,1,Outbound,4,Bus,No Shelter
181,182,N28210,40.497262999999997,-80.017826999999997,RODENBAUGH AVE AT IVORY AVE FS,20352.000000000000000,1,Outbound,4,Bus,No Shelter
182,183,N52540,40.469234999999998,-79.978521999999998,TROY HILL LOOP AT LOWRIE ST,2738.000000000000000,1,Both,4,Bus,No Shelter
183,184,N52605,40.456308000000000,-79.992243000000002,TROY HILL RD AT #1034,2749.000000000000000,1,Inbound,4,Bus,No Shelter
184,185,N52655,40.456240000000001,-79.992009999999993,TROY HILL RD AT #1034,2753.000000000000000,1,Outbound,4,Bus,No Shelter
185,186,N52560,40.455759000000000,-79.993356000000006,TROY HILL RD AT AHLERS WAY,2750.000000000000000,1,Inbound,4,Bus,No Shelter
186,187,N52550,40.455489999999998,-79.994567000000004,TROY HILL RD AT CHESTNUT ST,2751.000000000000000,1,Inbound,4,Bus,No Shelter
187,188,N52545,40.455401999999999,-79.994242999999997,TROY HILL RD AT CHESTNUT ST FS,2752.000000000000000,1,Outbound,4,Bus,No Shelter
188,189,N52580,40.459707999999999,-79.985899000000003,TROY HILL RD AT GOETTMANN ST,2746.000000000000000,1,Inbound,4,Bus,No Shelter
189,190,N23220,40.461222999999997,-79.984870000000001,TROY HILL RD AT LOWRIE ST,2758.000000000000000,1,Outbound,4,Bus,No Shelter
190,191,N52590,40.460417000000000,-79.985100000000003,TROY HILL RD AT N CATHOLIC HIGH SCHOOL,2745.000000000000000,1,Inbound,4,Bus,No Shelter
191,192,N52600,40.457529999999998,-79.989428000000004,TROY HILL RD AT PROVIDENCE ST FS,2747.000000000000000,1,Inbound,4,Bus,No Shelter
